step	time	T	Ekin	res	lj	bond_123	bond_125_cross	bond_123_cross	bond_124_cross	angle_251_cross	angle_252_cross	angle_250_cross	dihedral_190_cross	dihedral_191_cross	lj-14_0_cross	lj-14_1_cross
0	0	0	0	0	6996.45	528.961	4655.66	0	205.772	0	9102.51	397.368	2324.64	0	0	0
100	0.1	2.26015	38140.1	0	4798.01	2699.5	3778.78	0	143.49	0	8200.26	371.089	2322.48	0	0	0
200	0.2	2.90193	48970.1	0	5475.2	4340.21	4226.68	0	170.782	0	8732.44	364.357	2301.96	0	0	0
300	0.3	3.24193	54707.6	0	6035.55	5447.12	4219.12	0	195.22	0	8719.98	384.795	2344.27	0	0	0
400	0.4	3.32887	56174.6	0	6520.44	5842.63	4500.57	0	188.553	0	8917.5	421.253	2278.86	0	0	0
500	0.5	3.46807	58523.7	0	6497.76	6126.32	4596.2	0	211.276	0	8974.14	432.219	2289.75	0	0	0
600	0.6	3.4427	58095.5	0	6607.87	6435.53	5062.44	0	204.078	0	8981.82	379.867	2266.38	0	0	0
700	0.7	3.48043	58732.2	0	6597.1	6793.64	4983.93	0	162.233	0	8892.1	363.263	2331.56	0	0	0
800	0.8	3.54894	59888.4	0	6641.71	6524.64	4739.03	0	196.136	0	8887.68	385.684	2285.13	0	0	0
900	0.9	3.53167	59596.9	0	6677.34	6525.84	4842.33	0	228.223	0	8933.17	436.159	2302.91	0	0	0
1000	1	3.50548	59155	0	6515.66	6495.87	4795.23	0	198.126	0	9045.93	435.478	2307.43	0	0	0
1100	1.1	3.48953	58885.8	0	6541.07	6422.53	4673.69	0	164.54	0	8921.57	387.031	2334.23	0	0	0
1200	1.2	3.51167	59259.4	0	6423.48	6376.86	4956.42	0	236.811	0	8882.93	383.247	2325.8	0	0	0
1300	1.3	3.47966	58719.3	0	6756.55	6572.34	4992.9	0	228.252	0	9035.6	390.88	2310.46	0	0	0
1400	1.4	3.52455	59476.8	0	6656.26	6765.79	5054.33	0	246.962	0	8974.18	396.808	2290.53	0	0	0
1500	1.5	3.59372	60644	0	6535.29	6645.98	4955.9	0	246.508	0	8996.8	422.193	2288.63	0	0	0
1600	1.6	3.57703	60362.4	0	6437.68	6638.34	4606.13	0	203.323	0	8837.45	430.847	2321.46	0	0	0
1700	1.7	3.51466	59310	0	6539.76	6532.29	4665.94	0	241.025	0	9064.9	386.53	2296.8	0	0	0
1800	1.8	3.49682	59008.8	0	6468.73	6511.33	4787.62	0	200.12	0	8979.13	404.803	2355.55	0	0	0
1900	1.9	3.52412	59469.5	0	6586.97	6470.9	4896.96	0	200.999	0	9047.03	376.341	2296.32	0	0	0
2000	2	3.57664	60355.8	0	6729.09	6548.26	4757.99	0	179.068	0	8939.37	372.477	2327.36	0	0	0
2100	2.1	3.58222	60450	0	6687.7	6855.49	4836.86	0	231.61	0	8974.1	367.895	2306.41	0	0	0
2200	2.2	3.60016	60752.8	0	6701.85	6648.31	4929.04	0	227.353	0	8932.01	409.686	2331.24	0	0	0
2300	2.3	3.58777	60543.6	0	6711.18	6711.27	5094.11	0	227.402	0	9060.72	420.25	2323.05	0	0	0
2400	2.4	3.60664	60862.1	0	6535.1	6875.49	4819.31	0	249.752	0	8999.31	397.35	2343.33	0	0	0
2500	2.5	3.55651	60016.2	0	6583.64	6464.65	5174.48	0	224.649	0	8994.61	379.9	2348.5	0	0	0
2600	2.6	3.56638	60182.7	0	6733.77	6466.68	5018.78	0	236.291	0	8971.14	381.791	2365.19	0	0	0
2700	2.7	3.56427	60147.1	0	6599.01	6633.69	5061.36	0	188.439	0	9126.43	405.64	2317.99	0	0	0
2800	2.8	3.58989	60579.4	0	6664.56	6656.11	4791.27	0	263.943	0	9066.67	394.357	2315.32	0	0	0
2900	2.9	3.58064	60423.4	0	6845.18	6744.91	4881.68	0	247.491	0	9100.82	405.887	2334.1	0	0	0
3000	3	3.56641	60183.1	0	6712.83	6742.88	4917.69	0	197.399	0	9001.55	375.671	2359.49	0	0	0
3100	3.1	3.49046	58901.6	0	6740.35	6458.63	5057.05	0	242.313	0	9021.49	377.312	2323.94	0	0	0
3200	3.2	3.4468	58164.8	0	6755.57	6642.53	4810.46	0	189.701	0	9009.61	379.471	2349.98	0	0	0
3300	3.3	3.55122	59926.8	0	6666.9	6728.62	4957.24	0	217.951	0	9073.16	361.897	2303.39	0	0	0
3400	3.4	3.52492	59483	0	6489.66	6540.22	4750.52	0	259.694	0	8999.09	384.409	2322.68	0	0	0
3500	3.5	3.53881	59717.4	0	6558.23	6721.65	4756.48	0	199.489	0	8985.78	370.107	2349.2	0	0	0
3600	3.6	3.49853	59037.8	0	6644.48	6683.76	5065.18	0	193.512	0	8845.67	373.007	2326.37	0	0	0
3700	3.7	3.51301	59282	0	6624.7	6734.48	4840.81	0	223.612	0	8866.44	358.127	2277.15	0	0	0
3800	3.8	3.5026	59106.4	0	6634	6610.67	4765.11	0	204.663	0	9032.17	335.761	2357.6	0	0	0
3900	3.9	3.53008	59570.1	0	6487.27	6484.36	4783.58	0	255.351	0	8997.53	375.607	2342.73	0	0	0
4000	4	3.52294	59449.7	0	6580.92	6752.74	4827.4	0	204.944	0	8858.35	396.234	2362.44	0	0	0
4100	4.1	3.46411	58456.9	0	6465.34	6963.29	4935.46	0	240.447	0	8854.15	391.521	2298.24	0	0	0
4200	4.2	3.56691	60191.6	0	6405.22	6596.68	4696.21	0	216.331	0	8939.64	379.747	2328.54	0	0	0
4300	4.3	3.56367	60136.9	0	6474.01	6473.32	4771.09	0	225.445	0	8823.46	410.616	2313.04	0	0	0
4400	4.4	3.47685	58671.8	0	6531.48	6839.07	4833.86	0	237.437	0	8894.22	391.796	2365.22	0	0	0
4500	4.5	3.50463	59140.6	0	6609.55	6663.6	4925.4	0	200.303	0	8763.31	395.456	2328.82	0	0	0
4600	4.6	3.51722	59353.1	0	6618.45	6602.17	4929.11	0	193.108	0	8824.43	393.754	2347.55	0	0	0
4700	4.7	3.51595	59331.7	0	6618.4	6501.38	4784.79	0	236.693	0	8933.13	369.684	2370.31	0	0	0
4800	4.8	3.57963	60406.2	0	6401.51	6661.46	4881.21	0	269.434	0	8882.15	374.417	2351.53	0	0	0
4900	4.9	3.59483	60662.8	0	6545.34	6437.11	4674.48	0	253.838	0	8850.34	365.786	2276.59	0	0	0
5000	5	3.56819	60213.3	0	6434.08	6705.28	5013.9	0	213.298	0	8800.55	387.671	2325.83	0	0	0
5100	5.1	3.54652	59847.4	0	6372.66	6588.91	4852.94	0	177.579	0	9002.43	407.702	2302.22	0	0	0
5200	5.2	3.54841	59879.4	0	6401.52	6590.27	4930.33	0	212.029	0	8944.74	407.642	2323.67	0	0	0
5300	5.3	3.52584	59498.6	0	6578.56	6617.55	4888.1	0	173.488	0	9088.3	404.194	2374.36	0	0	0
5400	5.4	3.47447	58631.7	0	6666.28	6698.78	5065.76	0	226.997	0	9024.12	402.115	2343.14	0	0	0
5500	5.5	3.51438	59305.2	0	6727.53	6701.37	4805.5	0	203.184	0	8919.14	380.47	2334.21	0	0	0
5600	5.6	3.52546	59492.2	0	6676.06	6578	5010.91	0	247.891	0	8970.04	352.856	2323.36	0	0	0
5700	5.7	3.53802	59704.1	0	6606.08	6479.67	4876.01	0	269.633	0	8962.13	339.614	2296.04	0	0	0
5800	5.8	3.51599	59332.4	0	6675.93	6837.15	4938.11	0	249.501	0	9069.96	348.677	2299.05	0	0	0
5900	5.9	3.57637	60351.2	0	6658.4	6501.73	4904.82	0	211.542	0	8987.12	368.418	2260.59	0	0	0
6000	6	3.54719	59858.8	0	6609.22	6417.06	4756.94	0	178.497	0	8993.48	400.672	2353	0	0	0
6100	6.1	3.54928	59894.2	0	6470.07	6547.26	4867.71	0	191.373	0	8852.19	401.376	2300.46	0	0	0
6200	6.2	3.55205	59940.8	0	6685.82	6572.91	4914.64	0	185.515	0	8932.44	388.2	2310.8	0	0	0
6300	6.3	3.53259	59612.5	0	6572.07	6699.87	4674.89	0	241.317	0	8971.47	396.536	2340.51	0	0	0
6400	6.4	3.50862	59207.9	0	6337.67	6731.52	4850.56	0	280.259	0	8946.26	391.669	2312.93	0	0	0
6500	6.5	3.54832	59877.9	0	6489.96	6388.35	4981.72	0	215.97	0	8993.71	387.988	2337.46	0	0	0
6600	6.6	3.52719	59521.4	0	6527.62	6146.05	4762.3	0	202.837	0	8952.89	381.005	2292.6	0	0	0
6700	6.7	3.47944	58715.6	0	6599.75	6419	4909.79	0	207.585	0	8989.89	395.77	2279.89	0	0	0
6800	6.8	3.49377	58957.3	0	6563.66	6762.16	4649.51	0	221.721	0	9006.18	370.294	2285.6	0	0	0
6900	6.9	3.51153	59257.1	0	6834.35	6636.2	4652.19	0	216.16	0	9051.06	356.758	2329.21	0	0	0
7000	7	3.51495	59314.9	0	6548.58	6257.19	4567.34	0	201.707	0	9107.65	347.882	2281.75	0	0	0
7100	7.1	3.537	59686.8	0	6529.39	6414.88	4675.73	0	172.372	0	9071.55	357.342	2235.39	0	0	0
7200	7.2	3.51715	59351.9	0	6629.69	6790.91	4795.27	0	201.092	0	9059.89	391.916	2348.55	0	0	0
7300	7.3	3.49909	59047.1	0	6548.34	6713.01	4781.13	0	204.903	0	8979.85	436.691	2308.4	0	0	0
7400	7.4	3.60486	60832.1	0	6501.78	6812.05	4838.8	0	186.568	0	8845.32	402.985	2320.94	0	0	0
7500	7.5	3.6143	60991.2	0	6794.49	6974	4920.81	0	185.277	0	9070.29	398.376	2312.57	0	0	0
7600	7.6	3.58524	60501	0	6631.89	6929.11	4688.62	0	201.199	0	9024.93	401.839	2278.82	0	0	0
7700	7.7	3.58867	60558.8	0	6625.32	6757.96	4943.47	0	216.753	0	9048.11	351.109	2348.07	0	0	0
7800	7.8	3.597	60699.4	0	6534.47	6625.53	4627.42	0	209.178	0	9049.81	352.321	2346.21	0	0	0
7900	7.9	3.61365	60980.4	0	6635.58	6742.34	4953.79	0	202.597	0	9039.89	349.986	2340.85	0	0	0
8000	8	3.49477	58974.2	0	6813.92	6699.46	4738.67	0	147.527	0	9048.8	380.853	2291.15	0	0	0
8100	8.1	3.55417	59976.5	0	6446.98	6662.89	4793.01	0	212.025	0	9063.58	381.657	2293.26	0	0	0
8200	8.2	3.53928	59725.4	0	6691.62	6599.79	4809.08	0	252.436	0	9088.98	362.442	2318.5	0	0	0
8300	8.3	3.54032	59742.9	0	6633.39	6656.4	4712.34	0	252.564	0	9008.69	360.23	2311.37	0	0	0
8400	8.4	3.54408	59806.4	0	6612.22	6412.24	4855.09	0	259.113	0	9021.23	401.553	2295.3	0	0	0
8500	8.5	3.51473	59311.1	0	6761.59	6780.12	4921.39	0	213.243	0	8977.37	382.108	2298.69	0	0	0
8600	8.6	3.55544	59998.1	0	6743.86	6944.89	4912.66	0	192.725	0	9081.79	352.226	2354.35	0	0	0
8700	8.7	3.52541	59491.3	0	6682.65	6684.74	4861.07	0	225.712	0	9103.44	372.593	2321.19	0	0	0
8800	8.8	3.51956	59392.5	0	6653.01	6633.09	4754.25	0	222.141	0	9016.04	391.39	2315.52	0	0	0
8900	8.9	3.44987	58216.5	0	6620.14	6606.9	4765.37	0	233.054	0	8999.19	388.486	2364.02	0	0	0
9000	9	3.49773	59024.2	0	6465.15	6606.64	4988.74	0	204.435	0	9025.37	404.803	2331.87	0	0	0
9100	9.1	3.52637	59507.5	0	6776.87	6883.33	4999.4	0	204.753	0	8911.96	379.037	2295.94	0	0	0
9200	9.2	3.53239	59609.1	0	6701.62	6837.16	5043.9	0	266.449	0	9030.43	406.491	2330.31	0	0	0
