step	time	T	Ekin	res	lj	bond_123	bond_125_cross	bond_123_cross	bond_124_cross	angle_251_cross	angle_252_cross	angle_250_cross	dihedral_190_cross	dihedral_191_cross	lj-14_0_cross	lj-14_1_cross
0	0	0	0	0	6996.45	528.961	4655.66	0	205.772	0	9102.51	397.368	2324.64	0	0	0
100	0.1	2.24115	37819.5	0	4915.56	2730.68	3638.36	0	143.483	0	8276.49	382.237	2303.56	0	0	0
200	0.2	2.85839	48235.4	0	5684.41	4115.82	3994.47	0	183.714	0	8769.21	378.192	2340.97	0	0	0
300	0.3	3.23931	54663.4	0	5782.21	5010.88	4313.64	0	204.653	0	8618.91	378.554	2320.55	0	0	0
400	0.4	3.34702	56480.9	0	6325.55	5789.8	4494.66	0	173.358	0	8853.43	402.342	2313.02	0	0	0
500	0.5	3.44728	58172.8	0	6720.96	6299.44	4812.3	0	214.314	0	8911.73	373.338	2382.26	0	0	0
600	0.6	3.50251	59104.8	0	6620.57	6334.47	4846.1	0	195.27	0	8947.85	369.236	2334.34	0	0	0
700	0.7	3.49643	59002.2	0	6739.67	6228.84	4630.72	0	190.07	0	9013.13	367.169	2325.23	0	0	0
800	0.8	3.54934	59895.1	0	6567.1	6438.25	4927.84	0	196.305	0	8918.24	373.805	2338.38	0	0	0
900	0.9	3.50964	59225.2	0	6711.59	6385.72	4680.44	0	220.412	0	9018.91	394.203	2332.66	0	0	0
1000	1	3.5129	59280.2	0	6548.38	6631.06	4761.15	0	216.417	0	9070.72	396.347	2291.68	0	0	0
1100	1.1	3.54016	59740.2	0	6605.66	6666.91	4942.03	0	232.762	0	9076.05	405.235	2285.67	0	0	0
1200	1.2	3.58248	60454.3	0	6736.34	6354.01	5028.67	0	205.557	0	9003.58	404.866	2337.42	0	0	0
1300	1.3	3.54805	59873.3	0	6747.46	6607.6	4957.61	0	217.856	0	9063.36	378.874	2329.55	0	0	0
1400	1.4	3.51495	59314.8	0	6733.07	6632.87	4800.1	0	276.992	0	9059.72	405.988	2269.77	0	0	0
1500	1.5	3.50361	59123.5	0	6706.32	6644.75	4924.86	0	228.932	0	9097.7	380.323	2333.28	0	0	0
1600	1.6	3.56213	60111	0	6725.62	6511.72	4999.13	0	233.125	0	9024.47	373.977	2370.82	0	0	0
1700	1.7	3.52819	59538.1	0	6619.8	6646.22	4889.01	0	239.343	0	9024.47	373.639	2280.81	0	0	0
1800	1.8	3.52742	59525.2	0	6606.01	6862	4798.57	0	250.358	0	9056.59	383.091	2344.45	0	0	0
1900	1.9	3.53783	59700.8	0	6454.1	7140.58	5013.31	0	233.558	0	9011.35	402.397	2330.67	0	0	0
2000	2	3.5168	59346	0	6581.71	6721.13	4822.66	0	261.566	0	8961.05	396.033	2316.46	0	0	0
2100	2.1	3.47269	58601.7	0	6742.09	6700.85	4986.8	0	186.868	0	9003.7	380.859	2277.96	0	0	0
2200	2.2	3.52051	59408.6	0	6723	6708.52	4816.23	0	165.252	0	9036.99	364.873	2328.63	0	0	0
2300	2.3	3.56436	60148.6	0	6548.73	6518.56	4693.17	0	197.97	0	8945.13	374.133	2300.32	0	0	0
2400	2.4	3.54225	59775.4	0	6645.82	6620.77	5014.31	0	260.391	0	9160.2	391.828	2366.12	0	0	0
2500	2.5	3.57269	60289.1	0	6666.65	6489.47	4728.87	0	200.272	0	8981.43	367.462	2326.33	0	0	0
2600	2.6	3.56958	60236.6	0	6794.59	6680.63	4973.14	0	254.997	0	8982.64	401.744	2314.39	0	0	0
2700	2.7	3.60102	60767.1	0	6534.65	6483.71	4863.32	0	212.15	0	8970.72	368.582	2317.8	0	0	0
2800	2.8	3.61788	61051.8	0	6530.38	6587.44	5029.19	0	168.947	0	8982.04	415.167	2265.26	0	0	0
2900	2.9	3.60009	60751.5	0	6566.09	6724.2	4934.3	0	283.797	0	9039.78	401.777	2353.56	0	0	0
3000	3	3.54574	59834.4	0	6513.81	6840.08	4740.49	0	240.828	0	8985.59	413.814	2321.81	0	0	0
3100	3.1	3.55767	60035.8	0	6575.52	6797.16	4744.6	0	226.227	0	9097.68	427.16	2283.23	0	0	0
