step	time	T	Ekin	res	lj	bond_123	bond_125_cross	bond_123_cross	bond_124_cross	angle_251_cross	angle_252_cross	angle_250_cross	dihedral_190_cross	dihedral_191_cross	lj-14_0_cross	lj-14_1_cross
0	0	0	0	0	7334.42	540.431	4847.4	0	227.47	0	9648.27	386.652	2196.81	0	0	0
100	0.1	2.26836	38278.5	0	5088.46	2801.88	3898.27	0	161.489	0	8283.15	342.718	2250.07	0	0	0
200	0.2	2.92294	49324.6	0	5980.16	4304.18	4405.54	0	145.164	0	8945.49	339.249	2303.81	0	0	0
300	0.3	3.27735	55305.4	0	6151.74	5220.95	4273.95	0	193.891	0	8772.25	367.201	2333.75	0	0	0
400	0.4	3.35511	56617.5	0	6484.48	6038.34	4542.74	0	212.866	0	9004.21	381.757	2327.79	0	0	0
500	0.5	3.48557	58818.9	0	6268.62	6243.94	4687.7	0	217.602	0	9044.99	441.693	2311.4	0	0	0
600	0.6	3.52803	59535.5	0	6536.86	6401.75	4658.73	0	187.727	0	9043.05	422.082	2317.74	0	0	0
700	0.7	3.49324	58948.4	0	6566.16	6766.37	4859.52	0	202.74	0	9177.12	398.403	2249.65	0	0	0
800	0.8	3.504	59130.1	0	6543.13	6619.13	4833.56	0	234.345	0	9140.23	380.88	2290.88	0	0	0
900	0.9	3.53968	59732	0	6513.8	6480.93	4885	0	229.488	0	9064.81	373.898	2355.46	0	0	0
1000	1	3.51818	59369.3	0	6601.29	6623.88	4781.38	0	218.099	0	9064.55	393.044	2288.05	0	0	0
1100	1.1	3.57192	60276.1	0	6717.51	6538.61	4768.28	0	249.298	0	9185.62	411.337	2339.54	0	0	0
1200	1.2	3.51472	59310.8	0	6665.35	6899.39	4849.06	0	229.309	0	9145.74	404.097	2335.42	0	0	0
1300	1.3	3.56606	60177.2	0	6751.97	6568.15	5119.03	0	250.351	0	9134.57	401.632	2354.27	0	0	0
1400	1.4	3.57935	60401.6	0	6930.59	6624.33	4933.41	0	236.748	0	9113.46	382.828	2352.67	0	0	0
1500	1.5	3.53965	59731.5	0	6834.18	6837.8	5219.43	0	210.318	0	9302.67	388.774	2295.63	0	0	0
1600	1.6	3.60186	60781.3	0	6845.6	6591.28	5104.69	0	209.193	0	9194.55	370.032	2368.32	0	0	0
1700	1.7	3.54577	59834.9	0	7099.3	6801.48	5129.36	0	229.706	0	9273.65	370.136	2294.87	0	0	0
1800	1.8	3.57705	60362.8	0	6926.11	6819.96	4934.94	0	219.331	0	9249.06	391.771	2318.67	0	0	0
1900	1.9	3.51726	59353.8	0	6889.5	6660.42	4932.08	0	213.324	0	9263.6	395.011	2391.22	0	0	0
2000	2	3.56254	60117.8	0	6599.15	6633.69	4845.16	0	261.941	0	9223.33	377.617	2336.11	0	0	0
2100	2.1	3.54759	59865.5	0	6720.44	6619.82	4782.49	0	206.155	0	9276.37	371.308	2304.85	0	0	0
2200	2.2	3.60749	60876.4	0	6944.03	6393.16	4990.14	0	235.671	0	9167.53	380.172	2294.87	0	0	0
2300	2.3	3.59304	60632.6	0	7068.43	6657.39	5099.2	0	272.187	0	9127.13	397.477	2313.18	0	0	0
