step	time	T	Ekin	res	lj	bond_2	bond_3_cross	bond_2_cross	angle_5_cross	angle_6_cross	angle_4_cross	dihedral_0_cross	dihedral_1_cross	lj-14_0_cross	lj-14_1_cross
0	0	0	0	0	-639.163	2571.18	4689.5	0	0	4752	4990.45	1305.22	0	0	0
100	0.1	1.63789	22111.6	0	-1768.9	2947.41	3727.27	0	0	4402.61	4395.66	1338.04	0	0	0
200	0.2	2.09839	28328.3	0	-1494.65	3075.32	4137.67	0	0	4525.04	4608.68	1396.37	0	0	0
300	0.3	2.31082	31196.1	0	-1003.6	3086.56	4287.82	0	0	4593.71	4629.26	1413.17	0	0	0
400	0.4	2.39697	32359.1	0	-917.023	3332.11	4276.11	0	0	4775.77	4725.57	1448.6	0	0	0
500	0.5	2.38549	32204.1	0	-881.327	3558.12	4333.43	0	0	4855.64	4743.55	1437.9	0	0	0
600	0.6	2.48834	33592.6	0	-954.899	3552.73	4392.65	0	0	4877.41	4768.97	1440.03	0	0	0
700	0.7	2.48349	33527.1	0	-744.061	3625.28	4331.16	0	0	4920.18	4893.43	1445.01	0	0	0
800	0.8	2.52797	34127.6	0	-862.793	3763.04	4463.34	0	0	4817.71	4826.31	1460.83	0	0	0
900	0.9	2.49285	33653.4	0	-751.684	3799.84	4424.7	0	0	4960.51	4902.36	1463.76	0	0	0
1000	1	2.52967	34150.5	0	-771.589	3756.48	4483.11	0	0	5039.28	4891.96	1479.96	0	0	0
1100	1.1	2.52117	34035.8	0	-659.951	3708.11	4382.27	0	0	4943.95	4929.8	1453.9	0	0	0
1200	1.2	2.48889	33600	0	-743.195	3836.78	4659.31	0	0	5112.12	4946.55	1488.28	0	0	0
1300	1.3	2.56456	34621.5	0	-819.583	3746.71	4599.66	0	0	5135.55	4931.26	1459.15	0	0	0
1400	1.4	2.49075	33625.1	0	-767.58	3774.64	4573.49	0	0	5091.94	4977.57	1478.69	0	0	0
1500	1.5	2.47098	33358.2	0	-762.029	3673.1	4523.23	0	0	5005.77	4938.97	1453.63	0	0	0
1600	1.6	2.50534	33822.1	0	-822.146	3823.66	4528.55	0	0	5009.9	4973.38	1445.6	0	0	0
1700	1.7	2.5204	34025.4	0	-814.612	3732.53	4644.53	0	0	5026.32	5040.71	1447.09	0	0	0
1800	1.8	2.51563	33961	0	-763.217	3825.01	4607.04	0	0	5031.36	4885.98	1447.58	0	0	0
1900	1.9	2.51533	33956.9	0	-786.868	3855.6	4487.46	0	0	5031.1	4947.3	1455.34	0	0	0
2000	2	2.49733	33714	0	-805.697	3920.64	4661.35	0	0	4984.47	4962.28	1459.09	0	0	0
2100	2.1	2.51161	33906.8	0	-752.274	3847.23	4645.71	0	0	4939.37	4973.61	1455.66	0	0	0
2200	2.2	2.48127	33497.1	0	-676.861	3768.06	4682.2	0	0	4946.06	4998.26	1445.61	0	0	0
2300	2.3	2.44294	32979.7	0	-773.527	3612.1	4695.6	0	0	4958.05	4995.94	1466.61	0	0	0
2400	2.4	2.4659	33289.6	0	-783.945	3620.9	4536.75	0	0	5009.24	4992.22	1440.38	0	0	0
2500	2.5	2.51442	33944.7	0	-867.842	3686.35	4503.94	0	0	4909.3	4876.73	1438.15	0	0	0
2600	2.6	2.43248	32838.4	0	-747.887	3832.94	4578.7	0	0	5016.66	5014.61	1472.55	0	0	0
2700	2.7	2.45536	33147.3	0	-658.584	3825.15	4551.17	0	0	5005.67	4944.35	1475.64	0	0	0
2800	2.8	2.48674	33571	0	-834.89	3777.2	4436.86	0	0	5010.38	4911.39	1446.19	0	0	0
2900	2.9	2.50675	33841.1	0	-741.042	3845.53	4458.45	0	0	5089.67	4910.83	1471.98	0	0	0
3000	3	2.4739	33397.7	0	-574.159	3852.78	4572.35	0	0	5093.19	4895.54	1462.05	0	0	0
3100	3.1	2.52185	34045	0	-689.571	3689.92	4493.75	0	0	5097.76	4826.86	1475.51	0	0	0
3200	3.2	2.53576	34232.8	0	-618.444	3742.42	4574.58	0	0	5062.9	4959.78	1492.93	0	0	0
3300	3.3	2.53291	34194.2	0	-541.139	3703.89	4541.08	0	0	5080.94	4914.49	1481.77	0	0	0
3400	3.4	2.50781	33855.4	0	-734.888	3756.25	4644.85	0	0	5072.01	4954.88	1470.43	0	0	0
3500	3.5	2.51794	33992.3	0	-710.064	3832.47	4515.49	0	0	5183.63	5025.59	1495.04	0	0	0
3600	3.6	2.50713	33846.3	0	-687.738	3902.65	4547.24	0	0	5185.12	4954.63	1479.39	0	0	0
3700	3.7	2.50257	33784.7	0	-663.393	3772.17	4529.04	0	0	5081.46	5196.74	1453.58	0	0	0
3800	3.8	2.5099	33883.7	0	-681.166	3787.9	4634.4	0	0	4920.69	5130.81	1465.56	0	0	0
3900	3.9	2.50999	33884.8	0	-741.026	3757.48	4648.64	0	0	4938.56	5034.44	1452.33	0	0	0
4000	4	2.44895	33060.9	0	-798.672	3679.66	4506.37	0	0	5074.34	5028.07	1457.2	0	0	0
4100	4.1	2.45826	33186.5	0	-776.487	3676.46	4739.32	0	0	4950.21	5062.9	1470.46	0	0	0
4200	4.2	2.51293	33924.6	0	-873.747	3630.06	4649.65	0	0	4941.03	5056.18	1453.23	0	0	0
4300	4.3	2.46956	33339	0	-827.538	3687.14	4584.66	0	0	4913.15	5131.62	1426.03	0	0	0
4400	4.4	2.48015	33482	0	-870.568	3685.54	4526.75	0	0	4923.17	5106.88	1447.17	0	0	0
4500	4.5	2.48848	33594.5	0	-710.03	3788.7	4484.3	0	0	4949.28	5089.93	1467.34	0	0	0
4600	4.6	2.46741	33310	0	-720.991	3745	4542.67	0	0	4987.9	5183.56	1451.34	0	0	0
4700	4.7	2.49811	33724.5	0	-738.563	3723.51	4547.74	0	0	4934.5	5085.28	1457.37	0	0	0
4800	4.8	2.48737	33579.4	0	-680.735	3683.56	4744.37	0	0	5031.28	5130.66	1469.56	0	0	0
4900	4.9	2.50612	33832.7	0	-738.11	3649.06	4440.03	0	0	4963.8	5133.73	1439.24	0	0	0
5000	5	2.46849	33324.5	0	-729.634	3800.15	4670.49	0	0	4892.96	5076.89	1442.15	0	0	0
5100	5.1	2.47486	33410.6	0	-751.861	3849.91	4465.59	0	0	5021.54	5007.71	1452.35	0	0	0
5200	5.2	2.51819	33995.6	0	-660.955	3774.9	4464.45	0	0	5088.26	4919.71	1480.01	0	0	0
5300	5.3	2.49107	33629.4	0	-718.367	3732.51	4686.06	0	0	5063.93	4901.63	1476.44	0	0	0
5400	5.4	2.49567	33691.5	0	-588.727	3761.53	4617.65	0	0	4998.66	4922.37	1424.27	0	0	0
5500	5.5	2.51252	33919	0	-738.798	3778.57	4615.31	0	0	4993.94	4898.03	1439.85	0	0	0
5600	5.6	2.50054	33757.3	0	-625.742	3696.63	4451.64	0	0	4993.77	4937.89	1470.69	0	0	0
5700	5.7	2.55334	34470	0	-675.93	3610.84	4471.97	0	0	4839.07	4948.58	1442.41	0	0	0
5800	5.8	2.5035	33797.3	0	-733.304	3664.48	4316.88	0	0	4992.14	4995.2	1508.43	0	0	0
5900	5.9	2.51103	33898.9	0	-832.577	3704.66	4333.65	0	0	4974.98	5037.9	1472.07	0	0	0
6000	6	2.45711	33171	0	-881.955	3674.55	4433.79	0	0	5023.84	5037.94	1470.95	0	0	0
6100	6.1	2.44354	32987.8	0	-981.539	3655.57	4543.04	0	0	5049.01	5040.32	1446.13	0	0	0
6200	6.2	2.48785	33586	0	-931.562	3679.07	4593.34	0	0	4900.94	5083.36	1450.93	0	0	0
6300	6.3	2.4873	33578.5	0	-772.189	3733.34	4445.54	0	0	4893.79	5142.85	1453.28	0	0	0
6400	6.4	2.50206	33777.8	0	-753.99	3682.7	4563.88	0	0	4973.92	5034.83	1483.44	0	0	0
6500	6.5	2.50467	33813.1	0	-780.551	3645.21	4505.63	0	0	5031.91	5071.78	1455.28	0	0	0
6600	6.6	2.56643	34646.7	0	-795.349	3776.55	4577.7	0	0	4995.98	5045.26	1466.67	0	0	0
6700	6.7	2.54847	34404.4	0	-732.136	3816.82	4553.39	0	0	5069.37	5022.51	1496.54	0	0	0
6800	6.8	2.52108	34034.6	0	-750.306	3698.99	4526.56	0	0	5131.43	5054.93	1505.67	0	0	0
6900	6.9	2.52992	34153.9	0	-673.928	3750.75	4547.57	0	0	5016.8	4973.5	1475.26	0	0	0
7000	7	2.50887	33869.7	0	-644.175	3586.12	4481.02	0	0	4950.85	4991.9	1424.99	0	0	0
7100	7.1	2.47725	33442.8	0	-580.534	3683.88	4540.4	0	0	5069.28	5073.12	1451.1	0	0	0
7200	7.2	2.52888	34139.9	0	-597.913	3783.01	4458.57	0	0	5054.86	5041.11	1472.55	0	0	0
7300	7.3	2.54222	34319.9	0	-555.822	3715.8	4542.62	0	0	4962.75	5057.42	1425.56	0	0	0
7400	7.4	2.507	33844.5	0	-708.599	3723.42	4420.61	0	0	5041.62	5106.53	1456.88	0	0	0
7500	7.5	2.51351	33932.4	0	-810.179	3665.24	4564.45	0	0	5027.32	5024.25	1456.49	0	0	0
7600	7.6	2.48335	33525.3	0	-730.066	3628.45	4493.16	0	0	5060.81	4989.08	1473.64	0	0	0
7700	7.7	2.53043	34160.8	0	-871.158	3659.78	4502.67	0	0	4975.53	5030.2	1457.3	0	0	0
7800	7.8	2.51244	33918	0	-863.185	3659.82	4529.81	0	0	5038.46	5011.9	1455.97	0	0	0
7900	7.9	2.42093	32682.6	0	-731.119	3785.44	4586.88	0	0	5095.42	5075.84	1459.57	0	0	0
8000	8	2.47612	33427.7	0	-817.757	3807.35	4571.32	0	0	4944.8	5075.14	1458.62	0	0	0
8100	8.1	2.52025	34023.4	0	-787.878	3807.89	4564.56	0	0	4972.43	5032.64	1469.75	0	0	0
8200	8.2	2.52787	34126.2	0	-842.825	3731.14	4605.92	0	0	4949.66	4991.45	1453.96	0	0	0
8300	8.3	2.48771	33584	0	-776.905	3786.24	4606.27	0	0	4985.61	5051.19	1476.14	0	0	0
8400	8.4	2.53442	34214.7	0	-850.362	3815.87	4441.57	0	0	5070.36	5028.83	1495.52	0	0	0
8500	8.5	2.54742	34390.2	0	-789.858	3710.68	4420.83	0	0	5064.37	5094.35	1494.92	0	0	0
8600	8.6	2.53355	34203	0	-762.283	3628.65	4493.44	0	0	5095.08	5033.53	1484.03	0	0	0
8700	8.7	2.53469	34218.4	0	-934.485	3783.15	4630.59	0	0	5090.45	5004.88	1486.29	0	0	0
8800	8.8	2.51632	33970.4	0	-940.322	3963.54	4474.91	0	0	5113.49	5060.31	1495.89	0	0	0
8900	8.9	2.49948	33743	0	-866.995	3888.25	4541.39	0	0	5101.03	4984.74	1458.68	0	0	0
9000	9	2.50087	33761.8	0	-797.246	3758.53	4476.43	0	0	5030.78	5048.2	1470.41	0	0	0
9100	9.1	2.50302	33790.8	0	-823.187	3757.05	4529.82	0	0	4912.58	5158.88	1489.87	0	0	0
9200	9.2	2.47914	33468.4	0	-777.443	3699.92	4640.79	0	0	4976.62	5192.56	1464.12	0	0	0
9300	9.3	2.51688	33977.9	0	-830.764	3630.58	4608.07	0	0	5033.87	5084.91	1448.48	0	0	0
9400	9.4	2.54115	34305.5	0	-780.575	3747.9	4609.91	0	0	5047.51	5070.34	1466.54	0	0	0
9500	9.5	2.53196	34181.4	0	-793.196	3774.05	4640.56	0	0	5048.6	5064.85	1453.64	0	0	0
9600	9.6	2.51835	33997.7	0	-667.338	3789.45	4506.1	0	0	4979.36	5123.6	1463.13	0	0	0
9700	9.7	2.53181	34179.4	0	-775.551	3859.01	4517.58	0	0	5100.02	4835.51	1449.81	0	0	0
9800	9.8	2.49874	33733	0	-776.328	3767.14	4588.41	0	0	5034.53	4940.52	1467.03	0	0	0
9900	9.9	2.51639	33971.3	0	-821.401	3743.47	4491.1	0	0	5005.82	4976.92	1472.28	0	0	0
10000	10	2.54104	34304.1	0	-684.899	3911.37	4570.68	0	0	4976.34	4967.41	1473.07	0	0	0
10100	10.1	2.52585	34098.9	0	-432.751	3743.45	4365.51	0	0	5019.91	5010.1	1474.19	0	0	0
10200	10.2	2.51666	33974.9	0	-585.664	3627.57	4634.36	0	0	5002.9	5032.82	1465.63	0	0	0
