step	time	T	Ekin	res	lj	bond_2	bond_3_cross	bond_2_cross	angle_5_cross	angle_6_cross	angle_4_cross	dihedral_0_cross	dihedral_1_cross	lj-14_0_cross	lj-14_1_cross
0	0	0	0	0	-639.163	2571.18	4689.5	0	0	4752	4990.45	1305.22	0	0	0
100	0.1	1.63789	22111.6	0	-1768.9	2947.41	3727.27	0	0	4402.61	4395.66	1338.04	0	0	0
200	0.2	2.09839	28328.3	0	-1494.65	3075.32	4137.67	0	0	4525.04	4608.68	1396.37	0	0	0
300	0.3	2.31082	31196.1	0	-1003.6	3086.56	4287.82	0	0	4593.71	4629.26	1413.17	0	0	0
400	0.4	2.39697	32359.1	0	-917.023	3332.11	4276.11	0	0	4775.77	4725.57	1448.6	0	0	0
500	0.5	2.38549	32204.1	0	-881.327	3558.12	4333.43	0	0	4855.64	4743.55	1437.9	0	0	0
600	0.6	2.48834	33592.6	0	-954.899	3552.73	4392.65	0	0	4877.41	4768.97	1440.03	0	0	0
700	0.7	2.48349	33527.1	0	-744.061	3625.28	4331.16	0	0	4920.18	4893.43	1445.01	0	0	0
800	0.8	2.52797	34127.6	0	-862.793	3763.04	4463.34	0	0	4817.71	4826.31	1460.83	0	0	0
900	0.9	2.49285	33653.4	0	-751.684	3799.84	4424.7	0	0	4960.51	4902.36	1463.76	0	0	0
1000	1	2.52967	34150.5	0	-771.589	3756.48	4483.11	0	0	5039.28	4891.96	1479.96	0	0	0
1100	1.1	2.52117	34035.8	0	-659.95	3708.11	4382.26	0	0	4943.95	4929.79	1453.9	0	0	0
1200	1.2	2.48888	33599.9	0	-743.199	3836.78	4659.32	0	0	5112.1	4946.57	1488.28	0	0	0
1300	1.3	2.56455	34621.4	0	-819.588	3746.71	4599.75	0	0	5135.57	4931.26	1459.15	0	0	0
1400	1.4	2.49074	33625	0	-767.624	3774.64	4573.31	0	0	5091.9	4977.5	1478.61	0	0	0
1500	1.5	2.47089	33357	0	-762.023	3673.1	4523.19	0	0	5005.8	4939.12	1453.67	0	0	0
1600	1.6	2.50513	33819.2	0	-820.527	3823.66	4528.04	0	0	5010	4971.83	1445.45	0	0	0
1700	1.7	2.51887	34004.8	0	-815.501	3732.53	4651.23	0	0	5023.25	5037.71	1447.91	0	0	0
1800	1.8	2.51555	33959.9	0	-769.334	3825.01	4603.88	0	0	5039.49	4897.96	1443.79	0	0	0
1900	1.9	2.51332	33929.8	0	-779.017	3855.6	4469.06	0	0	5049.49	4948.82	1458.17	0	0	0
2000	2	2.50274	33787	0	-797.57	3920.64	4676.74	0	0	4963.3	4945.57	1459.15	0	0	0
2100	2.1	2.51069	33894.4	0	-770.854	3847.23	4627.27	0	0	5049.11	4967.26	1468.34	0	0	0
2200	2.2	2.49528	33686.3	0	-685.401	3768.06	4633.41	0	0	4954.86	4924.24	1415.2	0	0	0
2300	2.3	2.44755	33041.9	0	-729.001	3612.1	4700.68	0	0	5045.13	5015.11	1463.78	0	0	0
2400	2.4	2.50054	33757.3	0	-769.263	3620.9	4575.9	0	0	5097.94	4934.47	1451.77	0	0	0
2500	2.5	2.50446	33810.2	0	-972.832	3686.35	4713.24	0	0	5114.65	4853.92	1435.72	0	0	0
2600	2.6	2.43734	32904.1	0	-799.932	3832.94	4612.56	0	0	5207.7	4885.25	1481.79	0	0	0
2700	2.7	2.49367	33664.5	0	-728.076	3825.15	4479.28	0	0	5083.3	4875.34	1491.21	0	0	0
2800	2.8	2.48128	33497.3	0	-782.043	3777.2	4524.19	0	0	5011.48	4887.88	1462.22	0	0	0
2900	2.9	2.47482	33410.1	0	-749.715	3845.53	4594.93	0	0	5040.77	4942.71	1445.39	0	0	0
3000	3	2.48776	33584.8	0	-706.695	3852.78	4567.3	0	0	5071.98	4814.36	1457.11	0	0	0
3100	3.1	2.50155	33770.9	0	-763.221	3689.92	4355.24	0	0	4998.53	4862.2	1439.47	0	0	0
3200	3.2	2.49449	33675.6	0	-762.386	3742.42	4380.75	0	0	4969.61	5017.75	1455.2	0	0	0
3300	3.3	2.52918	34143.9	0	-779.656	3703.89	4421.94	0	0	4942.26	4880.45	1441.97	0	0	0
3400	3.4	2.46493	33276.5	0	-820.503	3756.25	4619.11	0	0	4987.15	4943.62	1458.39	0	0	0
3500	3.5	2.48794	33587.2	0	-724.593	3832.47	4468.33	0	0	5028.17	4918.8	1479.69	0	0	0
3600	3.6	2.47188	33370.3	0	-821.883	3902.65	4560.24	0	0	5040.04	4999.99	1481.43	0	0	0
3700	3.7	2.47297	33385.1	0	-709.057	3772.17	4649.17	0	0	4983.76	5049.09	1478.72	0	0	0
3800	3.8	2.50753	33851.7	0	-638.964	3787.9	4504.1	0	0	5009.07	5068.83	1452	0	0	0
3900	3.9	2.52783	34125.6	0	-649.354	3757.48	4572.72	0	0	5015.98	4925.13	1465.6	0	0	0
4000	4	2.46189	33235.5	0	-466.769	3679.66	4485.96	0	0	5056.79	4920.66	1437.46	0	0	0
4100	4.1	2.48658	33568.9	0	-696.148	3676.46	4489.99	0	0	4916.97	4835.93	1443.99	0	0	0
4200	4.2	2.51889	34005	0	-849.455	3630.06	4583.29	0	0	4917.39	4810.2	1435.56	0	0	0
4300	4.3	2.41782	32640.6	0	-675.519	3687.14	4528.73	0	0	5034.93	4803.94	1469.67	0	0	0
4400	4.4	2.47414	33400.8	0	-862.232	3685.54	4518.07	0	0	5039.73	4759.15	1451.28	0	0	0
4500	4.5	2.46511	33279.1	0	-758.239	3788.7	4479.51	0	0	4985.2	4910.52	1468.85	0	0	0
4600	4.6	2.46886	33329.7	0	-651.291	3745	4492.51	0	0	4960.45	4964.79	1464.73	0	0	0
4700	4.7	2.47541	33418	0	-690.845	3723.51	4517.53	0	0	4937.36	4986.27	1463.36	0	0	0
4800	4.8	2.4807	33489.4	0	-695.685	3683.56	4527.3	0	0	4975.96	4975.7	1471.62	0	0	0
4900	4.9	2.46808	33319.1	0	-616.921	3649.06	4510.55	0	0	4926.94	4994.05	1463.09	0	0	0
5000	5	2.4918	33639.2	0	-722.961	3800.15	4499.68	0	0	4848.09	5094.03	1447.86	0	0	0
5100	5.1	2.46132	33227.8	0	-913.83	3849.91	4471.69	0	0	4913.12	5096.52	1455.31	0	0	0
5200	5.2	2.48909	33602.7	0	-886.989	3774.9	4436.11	0	0	4951.08	5008.55	1438.56	0	0	0
5300	5.3	2.50969	33880.8	0	-721.168	3732.51	4444.97	0	0	4858.86	5004.7	1452.73	0	0	0
5400	5.4	2.46922	33334.5	0	-699.473	3761.53	4456.99	0	0	4880.4	4988.64	1461.33	0	0	0
5500	5.5	2.49545	33688.5	0	-871.325	3778.57	4431.11	0	0	4972.81	4854.15	1447.43	0	0	0
5600	5.6	2.49982	33747.6	0	-851.957	3696.63	4388.16	0	0	4984.69	4862.14	1454.29	0	0	0
5700	5.7	2.51515	33954.5	0	-764.199	3610.84	4455.1	0	0	4968.86	5011.43	1487.17	0	0	0
5800	5.8	2.48132	33497.8	0	-772.04	3664.48	4593.52	0	0	4948.76	4941.52	1478.43	0	0	0
5900	5.9	2.46555	33284.9	0	-813.425	3704.66	4589.13	0	0	4974.83	4893.24	1481.56	0	0	0
6000	6	2.43169	32827.8	0	-753.076	3674.55	4379.29	0	0	4972.81	5006.82	1478.25	0	0	0
6100	6.1	2.44023	32943.1	0	-836.838	3655.57	4600.21	0	0	5030.77	4962.04	1446.6	0	0	0
6200	6.2	2.50263	33785.6	0	-813.629	3679.07	4602.62	0	0	4948.86	4900.05	1459.6	0	0	0
6300	6.3	2.50818	33860.5	0	-701.821	3733.34	4584.54	0	0	4969.51	4809.93	1455.85	0	0	0
6400	6.4	2.50892	33870.5	0	-746.918	3682.7	4662.54	0	0	5001.9	4818.41	1452.33	0	0	0
6500	6.5	2.48981	33612.5	0	-565.672	3645.21	4677.6	0	0	4966.21	4928.35	1451.58	0	0	0
6600	6.6	2.55008	34426.1	0	-727.658	3776.55	4520.48	0	0	4912.71	4926.99	1465.69	0	0	0
6700	6.7	2.55292	34464.4	0	-622.156	3816.82	4483.31	0	0	4942.5	4857	1463.15	0	0	0
6800	6.8	2.56145	34579.5	0	-640.95	3698.99	4450.22	0	0	5025.64	4879.6	1479.75	0	0	0
6900	6.9	2.53708	34250.6	0	-676.667	3750.75	4556.94	0	0	5079.33	4885.04	1456.67	0	0	0
7000	7	2.53717	34251.8	0	-554.184	3586.12	4518.48	0	0	5038.53	4930.65	1462.79	0	0	0
7100	7.1	2.50085	33761.4	0	-553.844	3683.88	4529.01	0	0	5091.65	4924.9	1466.29	0	0	0
7200	7.2	2.54091	34302.3	0	-701.624	3783.01	4462.66	0	0	5025.36	4890.81	1472.24	0	0	0
7300	7.3	2.53353	34202.6	0	-633.58	3715.8	4498.13	0	0	4992.22	4887.94	1454.02	0	0	0
7400	7.4	2.48997	33614.6	0	-581.785	3723.42	4358.36	0	0	5043.87	4921.49	1457.65	0	0	0
7500	7.5	2.5187	34002.5	0	-646.365	3665.24	4512.56	0	0	5099.7	4930.97	1469.38	0	0	0
7600	7.6	2.52305	34061.1	0	-783.259	3628.45	4417.5	0	0	5160.52	4955.88	1491.62	0	0	0
7700	7.7	2.51073	33894.9	0	-664.008	3659.78	4384.94	0	0	5203.05	5009.86	1482.45	0	0	0
7800	7.8	2.49865	33731.8	0	-637.076	3659.82	4423.11	0	0	5151.7	5087.84	1489.86	0	0	0
7900	7.9	2.46026	33213.5	0	-768.766	3785.44	4574.29	0	0	4986.35	5139.25	1474.01	0	0	0
8000	8	2.49322	33658.5	0	-681.419	3807.35	4356.08	0	0	5036.58	5069.31	1479.11	0	0	0
8100	8.1	2.53058	34162.8	0	-714.509	3807.89	4408.65	0	0	5072.81	5023.53	1467.91	0	0	0
8200	8.2	2.51097	33898.1	0	-683.813	3731.14	4427.67	0	0	5034.2	5109.15	1484.55	0	0	0
8300	8.3	2.4823	33511.1	0	-744.049	3786.24	4491.26	0	0	4971.36	4951.56	1451.96	0	0	0
8400	8.4	2.51417	33941.3	0	-724.248	3815.87	4513.03	0	0	4941.02	5059.2	1473.42	0	0	0
8500	8.5	2.54336	34335.4	0	-687.084	3710.68	4441.2	0	0	4959.12	5036.69	1486.4	0	0	0
8600	8.6	2.52469	34083.3	0	-768.683	3628.65	4601.82	0	0	4929.72	4996.1	1480.65	0	0	0
8700	8.7	2.52164	34042.2	0	-841.589	3783.15	4630.02	0	0	5055.87	4969.58	1497.56	0	0	0
8800	8.8	2.5096	33879.6	0	-780.657	3963.54	4544.38	0	0	4944.38	4947.51	1465.99	0	0	0
8900	8.9	2.46163	33232	0	-596.144	3888.25	4724.1	0	0	4982.8	4876.68	1469.18	0	0	0
9000	9	2.48457	33541.7	0	-593.266	3758.53	4514.99	0	0	5111.11	4913.87	1464.5	0	0	0
9100	9.1	2.53354	34202.8	0	-760.964	3757.05	4559.51	0	0	4993.67	4993.19	1462.59	0	0	0
9200	9.2	2.48511	33549	0	-622.461	3699.92	4570	0	0	5050.02	5010.3	1470.56	0	0	0
9300	9.3	2.505	33817.5	0	-703.186	3630.58	4419.96	0	0	5010	4974.3	1471.37	0	0	0
9400	9.4	2.53717	34251.8	0	-645.57	3747.9	4450.33	0	0	5026.12	4954.08	1472.93	0	0	0
9500	9.5	2.53101	34168.6	0	-710.261	3774.05	4443.77	0	0	4970.3	5040	1476.33	0	0	0
9600	9.6	2.51094	33897.7	0	-577.143	3789.45	4556.1	0	0	4896.44	5044.98	1467.75	0	0	0
9700	9.7	2.53861	34271.3	0	-815.305	3859.01	4497.29	0	0	4969.73	5030.95	1457.83	0	0	0
9800	9.8	2.48932	33605.9	0	-768.722	3767.14	4554.86	0	0	4967.46	5018.42	1452.41	0	0	0
9900	9.9	2.46564	33286.1	0	-571.533	3743.47	4576.37	0	0	4936.33	5085.97	1478.53	0	0	0
10000	10	2.54631	34375.1	0	-659.225	3911.37	4575.37	0	0	4908.48	4972.45	1446.26	0	0	0
10100	10.1	2.54288	34328.8	0	-523.203	3743.45	4433.04	0	0	4999.49	5014.82	1448.94	0	0	0
10200	10.2	2.53851	34269.8	0	-663.231	3627.57	4382.59	0	0	5050.58	5074.66	1442.02	0	0	0
